City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Sao Filipe,CV,14.8961,-24.4956,77.81,84,100,3.87,light rain
468,Kaeo,NZ,-35.1,173.7833,58.32,92,100,19.01,light rain
469,Elsmere,US,39.0126,-84.6047,86.86,64,0,4.61,clear sky
470,Jinxiang,CN,27.4327,120.6062,86.14,65,5,1.43,clear sky
471,Loandjili,CG,-4.7561,11.8578,69.62,88,21,2.86,few clouds
472,Diffa,NE,13.3154,12.6113,83.21,56,32,4.72,scattered clouds
473,Yaroslavl,RU,57.6299,39.8737,60.6,100,0,0.0,mist
474,Camana,PE,-16.6228,-72.7111,60.71,83,58,5.64,broken clouds
475,Hami,CN,42.8,93.45,86.67,19,42,8.1,scattered clouds
476,Waitati,NZ,-45.75,170.5667,48.79,61,4,4.81,clear sky
477,Yairipok,IN,24.6667,94.0667,70.2,97,100,0.58,overcast clouds
478,Tucuman,AR,-26.8241,-65.2226,59.0,77,86,2.3,smoke
479,North Bend,US,43.4065,-124.2243,76.24,76,0,24.16,clear sky
480,Angoche,MZ,-16.2325,39.9086,70.63,79,0,4.88,clear sky
481,Ballymena,GB,54.8636,-6.2763,65.64,96,100,14.41,overcast clouds
482,Cabedelo,BR,-6.9811,-34.8339,75.87,87,92,15.05,overcast clouds
483,Scarborough,GB,54.2797,-0.4044,69.37,79,99,7.0,moderate rain
484,Vieira De Leiria,PT,39.8695,-8.9324,66.42,91,75,5.75,broken clouds
485,Storforshei,NO,66.4043,14.5233,49.78,93,100,2.3,overcast clouds
486,Waipawa,NZ,-41.4122,175.5153,49.15,74,100,8.03,overcast clouds
487,Champoton,MX,19.35,-90.7167,82.4,68,99,8.52,overcast clouds
488,Setermoen,NO,68.861,18.3486,48.16,97,68,1.92,broken clouds
489,Plainview,US,40.7765,-73.4673,89.47,55,0,11.5,clear sky
490,Sarana,RU,56.4773,57.7259,58.68,87,79,3.47,broken clouds
491,Maltahohe,NA,-24.8333,16.9833,54.52,33,36,16.73,scattered clouds
492,Villa Carlos Paz,AR,-31.4241,-64.4978,65.82,43,3,1.01,clear sky
493,Minas,UY,-34.3759,-55.2377,60.04,93,85,6.2,overcast clouds
494,Shelburne,CA,44.0787,-80.2041,83.23,49,37,4.59,scattered clouds
495,Port Hawkesbury,CA,45.6169,-61.3485,81.52,70,0,2.3,clear sky
496,Carutapera,BR,-1.195,-46.02,77.04,87,87,5.99,overcast clouds
497,Castelldefels,ES,41.2779,1.9703,80.69,88,20,2.3,few clouds
498,Touros,BR,-5.1989,-35.4608,75.72,86,39,14.83,scattered clouds
499,Ancud,CL,-41.8697,-73.8203,44.22,92,100,0.83,light rain
500,Nizhniy Kuranakh,RU,58.8353,125.4869,79.83,59,82,0.85,broken clouds
501,Lake Havasu City,US,34.4839,-114.3224,105.22,23,0,5.75,clear sky
502,San Policarpo,PH,12.1791,125.5072,82.11,82,96,1.39,overcast clouds
503,Nuuk,GL,64.1835,-51.7216,48.81,81,100,12.66,overcast clouds
504,Namatanai,PG,-3.6667,152.4333,84.88,64,18,4.79,few clouds
505,Palmer,US,42.1584,-72.3287,91.0,54,40,9.22,scattered clouds
506,Champerico,GT,14.3,-91.9167,88.34,81,58,8.68,broken clouds
507,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,78.46,32,28,5.86,scattered clouds
508,Vikhorevka,RU,56.1201,101.1636,58.59,90,43,5.01,scattered clouds
509,Balikpapan,ID,-1.2675,116.8289,81.59,89,40,5.75,scattered clouds
510,Chitral,PK,35.8462,71.7858,77.04,76,97,3.06,overcast clouds
511,Buluang,PH,13.3068,123.3425,82.76,82,81,2.19,broken clouds
512,Progreso,MX,21.2833,-89.6667,78.91,82,95,16.75,overcast clouds
513,La Rioja,ES,42.25,-2.5,64.18,54,0,5.32,clear sky
514,Tommot,RU,58.9564,126.2925,78.82,70,76,0.6,broken clouds
515,Port Elizabeth,ZA,-33.918,25.5701,53.89,85,40,10.36,scattered clouds
516,Leshukonskoye,RU,64.8989,45.7622,53.24,98,100,6.26,light rain
517,Acarau,BR,-2.8856,-40.12,78.94,77,64,13.85,broken clouds
518,Port Blair,IN,11.6667,92.75,77.04,94,75,1.14,drizzle
519,Kenora,CA,49.8167,-94.4337,65.37,94,75,6.91,broken clouds
520,Pangnirtung,CA,66.1451,-65.7125,52.92,61,15,1.97,few clouds
521,Bollnas,SE,61.3482,16.3946,54.07,85,100,1.95,overcast clouds
522,Jhalawar,IN,24.6,76.15,78.31,89,100,10.16,light rain
523,Aleksandrov Gay,RU,50.147,48.5704,67.73,66,63,5.19,broken clouds
524,Grand Gaube,MU,-20.0064,57.6608,69.39,72,26,5.01,scattered clouds
525,Itarema,BR,-2.9248,-39.9167,79.23,77,57,14.36,broken clouds
526,Keelung,TW,25.1283,121.7419,90.05,69,17,2.71,few clouds
527,Portland,US,45.5234,-122.6762,83.95,49,20,8.05,few clouds
528,Tanout,NE,14.9709,8.8879,86.4,43,53,8.77,broken clouds
529,Samana,DO,19.2056,-69.3369,82.36,87,76,8.37,broken clouds
530,Maceio,BR,-9.6658,-35.7353,76.44,88,75,14.97,broken clouds
531,Yaan,NG,7.3833,8.5667,69.17,99,99,4.21,overcast clouds
532,Haines Junction,CA,60.7522,-137.5108,64.35,36,65,12.66,broken clouds
533,Rudbar,AF,30.15,62.6,89.87,28,61,8.72,broken clouds
534,Illapel,CL,-31.6308,-71.1653,55.49,91,11,1.81,few clouds
535,Pacific Grove,US,36.6177,-121.9166,76.24,82,75,11.5,broken clouds
536,Nome,US,64.5011,-165.4064,48.27,87,100,14.97,light rain
537,Ukiah,US,39.1502,-123.2078,101.44,20,0,9.22,clear sky
538,Sungaipenuh,ID,-2.0833,101.3833,64.06,95,98,4.0,overcast clouds
539,George Town,MY,5.4112,100.3354,77.9,96,20,4.61,few clouds
540,Pimentel,PE,-6.8367,-79.9342,64.69,77,0,19.57,clear sky
541,Chittur,IN,10.7,76.75,78.35,93,100,9.44,overcast clouds
542,Beringovskiy,RU,63.05,179.3167,45.52,79,100,11.68,overcast clouds
543,Mecca,SA,21.4267,39.8261,86.94,61,86,10.74,overcast clouds
544,Cairns,AU,-16.9167,145.7667,76.1,72,30,10.36,scattered clouds
545,Uberaba,BR,-19.7483,-47.9319,75.78,31,0,3.44,clear sky
546,Scoarta,RO,45.0167,23.45,72.18,33,5,3.58,clear sky
547,Changde,CN,29.0464,111.6783,80.71,87,16,2.37,few clouds
548,Viedma,AR,-40.8135,-62.9967,46.49,80,100,7.34,overcast clouds
549,Valentin Gomez Farias,MX,28.2167,-106.5833,84.52,29,73,12.01,broken clouds
550,West Plains,US,36.7281,-91.8524,99.43,34,0,11.5,clear sky
551,Moranbah,AU,-22.0016,148.0466,65.19,65,0,10.47,clear sky
552,Blagoveshchensk,RU,50.2667,127.5333,69.42,94,40,0.0,scattered clouds
553,Muhos,FI,64.808,25.9931,52.74,80,54,4.76,broken clouds
554,Lakatoro,VU,-16.0999,167.4164,82.33,73,2,8.19,clear sky
555,Okha,RU,53.5739,142.9478,63.28,72,27,11.39,scattered clouds
556,Tromso,NO,69.6496,18.957,50.02,87,75,6.91,broken clouds
557,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,73.71,98,100,0.25,light rain
558,Halifax,CA,44.6453,-63.5724,78.69,80,62,7.11,broken clouds
559,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.16,83,6,16.35,clear sky
560,Dali,CN,25.7,100.1833,62.6,89,87,1.3,overcast clouds
561,Tukrah,LY,32.5341,20.5791,78.76,75,0,18.37,clear sky
562,Amahai,ID,-3.3333,128.9167,77.67,76,59,4.9,broken clouds
563,Ocampo,MX,21.65,-101.5,68.79,44,87,1.45,overcast clouds
564,Candido De Abreu,BR,-24.5669,-51.3333,63.14,70,82,2.3,broken clouds
565,Kununurra,AU,-15.7667,128.7333,73.78,12,1,4.14,clear sky
566,Shihezi,CN,44.3,86.0333,78.87,35,1,3.2,clear sky
567,Gatton,AU,-27.55,152.2833,63.64,63,2,6.78,clear sky
568,Qarqin,AF,37.4185,66.0436,89.13,20,0,11.95,clear sky
569,Goranboy,AZ,40.6103,46.7897,73.08,42,13,15.93,few clouds
570,Alice Springs,AU,-23.7,133.8833,69.22,32,0,10.36,clear sky
571,Wysokie Mazowieckie,PL,52.9166,22.5171,61.57,98,75,6.53,broken clouds
572,Rorvik,NO,64.8621,11.2373,53.19,89,97,11.74,overcast clouds
573,Chernyshevskiy,RU,63.0128,112.4714,70.68,76,11,12.8,few clouds
574,Morristown,US,36.214,-83.2949,90.7,71,0,0.0,clear sky
575,Veraval,IN,20.9,70.3667,81.01,82,100,17.78,light rain
576,Abidjan,CI,5.3094,-4.0197,76.96,88,40,9.22,scattered clouds
577,Sterling,US,39.0062,-77.4286,92.17,59,75,9.22,broken clouds
578,Fatezh,RU,52.0891,35.8632,61.23,86,26,5.82,scattered clouds
579,Chicholi,IN,21.4667,79.6833,74.14,98,99,5.91,overcast clouds
580,Aykhal,RU,66.0,111.5,67.06,68,11,21.54,few clouds
581,Daru,PG,-9.0763,143.2092,78.78,86,79,14.61,broken clouds
582,Puerto Leguizamo,CO,-0.1934,-74.7819,72.41,91,98,0.72,overcast clouds
583,Udachnyy,RU,66.4167,112.4,64.45,67,40,16.58,scattered clouds
584,Rafaela,AR,-31.2503,-61.4867,66.51,87,0,7.18,clear sky
585,Moyale,KE,3.5167,39.0584,63.82,73,91,6.71,overcast clouds
586,Jatiroto,ID,-7.8833,111.1167,72.55,89,81,5.12,broken clouds
587,Sandur,IN,15.1,76.55,70.59,89,99,14.0,overcast clouds
588,Kieta,PG,-6.2167,155.6333,85.95,64,3,6.17,clear sky
589,Sabalgarh,IN,26.25,77.4,83.14,78,80,6.17,broken clouds
590,Urumqi,CN,43.801,87.6005,74.35,36,0,4.47,clear sky
591,Comodoro Rivadavia,AR,-45.8667,-67.5,33.66,93,100,3.44,overcast clouds
592,Makakilo City,US,21.3469,-158.0858,89.92,47,20,18.41,few clouds
593,Vila,PT,42.0304,-8.1588,64.71,72,0,2.35,clear sky
594,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.42,36,12,3.33,few clouds
595,Vestmannaeyjar,IS,63.4427,-20.2734,53.98,85,100,6.73,overcast clouds
596,Penzance,GB,50.1186,-5.5371,65.77,92,68,22.24,broken clouds
597,Esperance,AU,-33.8667,121.9,54.21,67,100,21.63,overcast clouds
598,Mabaruma,GY,8.2,-59.7833,74.1,94,14,2.86,few clouds
599,Nara,JP,34.6851,135.8049,81.97,46,90,1.01,overcast clouds
600,Rabo De Peixe,PT,37.8,-25.5833,73.27,68,20,4.61,few clouds
601,Mombetsu,JP,44.3525,143.3525,61.79,95,100,7.52,overcast clouds
602,Pachino,IT,36.7186,15.0907,80.96,59,0,9.53,clear sky
603,Denpasar,ID,-8.65,115.2167,76.71,78,40,11.5,scattered clouds
604,Ondjiva,AO,-17.0667,15.7333,59.67,37,0,7.2,clear sky
605,Pyay,MM,18.8167,95.2167,75.87,92,100,3.53,overcast clouds
606,Ixtapa,MX,20.7,-105.2,87.22,84,40,8.05,scattered clouds
607,Petauke,ZM,-14.2426,31.3253,57.42,76,45,5.79,scattered clouds
608,Tucuma,BR,-0.1833,-50.05,76.82,90,92,5.1,overcast clouds
609,Marrakesh,MA,31.6315,-8.0083,90.82,24,54,5.12,broken clouds
610,Altay,CN,47.8667,88.1167,64.45,40,22,2.55,few clouds
611,Lins,BR,-21.6786,-49.7425,70.83,40,68,7.76,broken clouds
612,Naifaru,MV,5.4444,73.3657,81.41,78,80,13.38,broken clouds
613,Tateyama,JP,34.9833,139.8667,79.86,81,93,11.77,overcast clouds
614,Ampanihy,MG,-24.7,44.75,62.82,68,4,4.65,clear sky
615,Quatis,BR,-22.4072,-44.2581,63.05,67,13,0.98,few clouds
616,Jacareacanga,BR,-6.2222,-57.7528,76.93,45,42,1.97,scattered clouds
617,Onega,RU,63.9061,38.1404,58.19,98,100,5.14,overcast clouds
618,Kawambwa,ZM,-9.7915,29.0791,61.66,53,63,5.79,broken clouds
619,Fayetteville,US,35.0527,-78.8784,86.2,69,0,0.0,clear sky
620,Port Keats,AU,-14.25,129.55,72.0,21,30,7.4,scattered clouds
621,Wuwei,CN,37.9281,102.6414,75.7,30,4,3.71,clear sky
622,Dvurechensk,RU,56.5982,61.0953,59.63,65,86,5.57,overcast clouds
623,Mangrol,IN,21.1167,70.1167,81.12,81,100,18.9,overcast clouds
624,Northam,GB,51.0333,-4.2167,64.26,95,99,17.11,overcast clouds
625,Khislavichi,RU,54.1871,32.1582,60.6,84,25,6.93,scattered clouds
626,Balkanabat,TM,39.5108,54.3671,81.45,46,0,5.32,clear sky
627,Svetlaya,RU,46.5389,138.3297,66.09,80,78,4.32,broken clouds
628,Sampit,ID,-2.5333,112.95,75.63,94,68,2.59,broken clouds
629,Amapa,BR,1.0,-52.0,76.46,81,96,2.86,overcast clouds
630,Jalu,LY,29.0331,21.5482,78.64,61,0,11.68,clear sky
631,Bubaque,GW,11.2833,-15.8333,80.22,79,100,14.38,overcast clouds
632,Gat,IL,31.61,34.7642,77.68,80,0,0.47,clear sky
633,Zhireken,RU,52.8249,117.3076,66.31,85,90,3.71,light rain
634,Hede,CN,33.7681,120.2517,78.01,80,2,6.15,clear sky
635,Correia Pinto,BR,-27.5847,-50.3611,57.87,92,54,2.66,broken clouds
636,Dzhebariki-Khaya,RU,62.2167,135.8,73.24,70,35,5.06,scattered clouds
637,Sabha,LY,27.0377,14.4283,80.71,25,0,10.36,clear sky
638,Bud,US,39.447,-86.1758,83.82,66,2,8.46,clear sky
639,Kang,BW,-23.6752,22.7876,60.01,43,53,5.03,broken clouds
640,Kisangani,CD,0.5167,25.2,69.84,97,88,0.43,overcast clouds
641,Meulaboh,ID,4.1363,96.1285,75.47,90,100,5.48,overcast clouds
642,Zyryanka,RU,65.75,150.85,70.11,33,0,7.25,clear sky
643,Balaguer,ES,41.7912,0.8109,74.89,67,0,6.04,clear sky
644,Nuevitas,CU,21.5453,-77.2644,80.51,76,99,11.48,overcast clouds
645,Simao,CN,22.7886,100.9748,65.14,98,90,1.41,overcast clouds
646,Kupang,ID,-10.1667,123.5833,75.87,57,63,9.78,broken clouds
647,Half Moon Bay,US,37.4636,-122.4286,86.54,70,100,20.71,overcast clouds
648,Changying,CN,52.8733,123.3213,73.13,54,0,5.06,clear sky
649,Saint Anthony,US,45.0205,-93.218,79.93,53,76,5.84,broken clouds
650,Palana,RU,59.1167,159.9667,51.84,69,83,13.87,broken clouds
651,Baiyin,CN,36.5583,104.2081,70.7,56,1,2.35,clear sky
652,La Ronge,CA,55.1001,-105.2842,64.65,59,75,12.66,broken clouds
653,Cascais,PT,38.6979,-9.4215,71.47,60,3,13.0,clear sky
654,Talnakh,RU,69.4865,88.3972,69.21,50,87,4.32,overcast clouds
655,Charters Towers,AU,-20.1,146.2667,66.2,62,0,8.68,clear sky
656,Palafrugell,ES,41.9174,3.1631,72.9,89,1,3.53,clear sky
657,Ararat,AM,39.8317,44.7049,64.74,51,0,9.64,clear sky
658,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.54,98,100,2.57,overcast clouds
659,Baicheng,CN,45.6167,122.8167,68.25,90,100,2.39,overcast clouds
660,Yurimaguas,PE,-5.9,-76.0833,81.86,64,40,4.18,scattered clouds
661,Severodvinsk,RU,64.5635,39.8302,62.71,96,100,5.7,light rain
662,Furstenfeld,AT,47.05,16.0833,65.57,96,100,4.85,moderate rain
663,Kamenka,RU,51.3223,42.7678,58.23,97,86,7.11,overcast clouds
664,Kilimatinde,TZ,-5.85,34.95,60.28,70,1,2.24,clear sky
665,Sandi,IN,27.3,79.95,84.97,68,59,12.53,broken clouds
666,Flinders,AU,-34.5833,150.8552,57.38,94,8,1.48,clear sky
667,Toora-Khem,RU,52.4675,96.11,52.43,80,11,1.3,few clouds
668,Fairbanks,US,64.8378,-147.7164,67.01,42,75,1.01,broken clouds
669,Tonantins,BR,-2.8731,-67.8022,74.08,98,100,2.08,overcast clouds
670,Senanga,ZM,-16.1167,23.2667,60.55,44,49,6.85,scattered clouds
671,Ribeira Brava,PT,32.65,-17.0667,75.07,70,2,2.24,clear sky
672,Liverpool,GB,53.4106,-2.9779,66.15,87,40,16.11,scattered clouds
673,Darnah,LY,32.767,22.6367,75.78,81,0,16.35,clear sky
674,Khonsa,IN,27.0167,95.5667,68.16,97,100,2.04,overcast clouds
675,Sishui,CN,35.6489,117.2758,76.24,79,0,3.0,clear sky
676,Shar,KZ,49.5886,81.0453,68.45,44,53,2.68,broken clouds
677,Mao,ES,39.8885,4.2658,77.56,94,0,0.0,clear sky
678,Dicabisagan,PH,17.0818,122.4157,84.74,68,76,1.19,broken clouds
679,Wewak,PG,-3.5534,143.6268,82.02,81,25,5.97,scattered clouds
680,Kijang,KR,35.2442,129.2139,78.53,95,98,6.06,overcast clouds
681,Yeppoon,AU,-23.1333,150.7333,62.38,70,0,7.63,clear sky
682,Wana,PK,32.2989,69.5725,73.18,81,95,3.06,light rain
683,Kodino,RU,63.7198,39.6447,59.29,99,100,4.54,light rain
684,Saint-Joseph,RE,-21.3667,55.6167,66.58,80,54,11.54,light rain
685,Skibbereen,IE,51.55,-9.2667,62.11,82,97,19.51,overcast clouds
686,Ust-Kuyga,RU,70.0167,135.6,68.59,56,30,1.97,scattered clouds
687,Uyuni,BO,-20.4597,-66.825,45.79,22,0,10.22,clear sky
688,Ulaangom,MN,49.9811,92.0667,60.67,55,29,5.77,scattered clouds
689,Kamaishi,JP,39.2667,141.8833,75.16,80,83,2.33,broken clouds
690,Umm Lajj,SA,25.0213,37.2685,85.08,59,100,9.75,overcast clouds
691,Karatau,KZ,43.1667,70.4667,76.71,29,1,5.44,clear sky
692,Luau,AO,-10.7073,22.2247,63.41,39,58,4.56,broken clouds
693,Santa Maria,BR,-29.6842,-53.8069,67.44,92,100,4.74,overcast clouds
694,Baracoa,CU,20.3467,-74.4958,80.37,78,100,11.54,overcast clouds
695,Tinqueux,FR,49.25,3.9833,66.22,82,0,4.61,clear sky
696,Cortez,US,37.3489,-108.5859,90.1,21,63,5.57,broken clouds
697,Matamoros,MX,25.5333,-103.25,96.91,20,75,8.05,broken clouds
698,Muroto,JP,33.2833,134.15,79.39,68,74,2.21,broken clouds
699,Bandar-E Lengeh,IR,26.5579,54.8807,91.02,76,94,10.47,overcast clouds
700,Balod,IN,20.73,81.2047,75.18,92,100,6.42,overcast clouds
701,Batemans Bay,AU,-35.7167,150.1833,51.1,65,38,1.81,scattered clouds
